catologNumber;country;locationID;decimalLatitude;decimalLongitude;eventDate;depth;samplingProtocol;samplingEffort;sampleSizeValue;sampleSizeUnit;taxonID;scientificName;acceptedNameUsage;acceptedNameUsageID;individualCount;density;biomass;biomassPerUnitArea
1103;Italy;76;41.99526666;15.67915001;2009-11-19;42.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_106;32 min haul duration;0.036876477;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 104.00;NA;51;45.33331666;13.07473333;2009-11-27;14.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_107;13 min haul duration;0.016133459;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;278;17231.27;4.45;275.7
1105;NA;53;44.55482499;13.55286668;2009-12-02;42.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_108;15 min haul duration;0.01861774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1106;NA;54;44.233075;12.96911666;2009-11-22;42.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_109;32 min haul duration;0.039008938;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1107;NA;58;45.03210833;13.24366666;2009-12-03;17.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_110;32 min haul duration;0.039008938;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;28;717.78;0.83;21.38
1108;NA;59;44.70131664;12.78104169;2009-11-25;42.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_111;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1109;NA;60;44.67615833;13.48196667;2009-12-03;42.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_112;16 min haul duration;0.01950088;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 110.00;NA;61;44.45855832;12.67357502;2009-11-24;16.30;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_113;26 min haul duration;0.031649441;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;48;1516.61;0.65;20.64
1111;NA;6;45.26067499;12.89485833;2009-11-27;43.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_114;11 min haul duration;0.01364918;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1112;NA;9;45.01102501;12.92319164;2009-11-25;43.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_115;31 min haul duration;0.036503118;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1113;NA;10;45.104975;13.249825;2009-12-03;19.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_116;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;7;191.43;0.1;2.87
1114;NA;13;44.62010835;12.76155834;2009-11-25;43.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_117;31 min haul duration;0.03709906;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1115;NA;14;44.74818335;13.084525;2009-11-25;43.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_118;29 min haul duration;0.033509061;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1116;NA;18;44.38903333;12.83953336;2009-11-24;43.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_119;27 min haul duration;0.031118119;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1117;NA;19;44.458275;13.15953333;2009-11-24;43.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_120;23 min haul duration;0.027427599;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1118;Italy;29;43.71219168;13.62120835;2009-11-21;43.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_121;31 min haul duration;0.03717804;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1119;NA;62;44.45179167;12.73599167;2009-11-24;43.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_122;27 min haul duration;0.032309998;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 120.00;Italy;67;43.34532501;13.98231665;2009-11-20;15.50;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_123;31 min haul duration;0.03640978;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;83;2279.61;2.34;64.14
1121;Italy;32;43.66866665;13.77039169;2009-12-17;43.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_124;27 min haul duration;0.031714059;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1122;NA;35;43.438925;14.20248333;2009-11-21;43.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_125;34 min haul duration;0.03993516;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1123;Italy;36;43.74165834;13.69459998;2009-12-17;43.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_126;40 min haul duration;0.042548679;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1124;NA;38;43.37657501;14.141225;2009-11-21;43.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_127;30 min haul duration;0.035153281;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1125;NA;22;44.39830832;13.67584168;2009-12-02;43.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_128;17 min haul duration;0.02184874;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1126;NA;23;44.343525;14.02839167;2009-12-02;43.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_129;12 min haul duration;0.01489132;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1127;NA;26;44.04500833;13.32696667;2009-11-22;43.30;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_130;34 min haul duration;0.03860686;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1128;NA;30;43.94413335;14.02609168;2009-11-22;43.30;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_131;27 min haul duration;0.031714059;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1129;Italy;69;42.65584167;14.25533333;2009-11-20;43.35;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_132;31 min haul duration;0.035239439;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1130;Italy;72;42.25731667;15.00098334;2009-11-19;43.35;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_133;31 min haul duration;0.036503118;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1131;Italy;75;42.039575;15.436625;2009-11-19;43.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_134;45 min haul duration;0.050295901;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1132;Italy;31;43.58226668;13.60694167;2010-11-10;19.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_135;32 min haul duration;0.036876477;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;10;271.18;0.42;11.28
1 133.00;Italy;33;43.37397499;13.71733332;2010-11-06;15.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_136;31 min haul duration;0.03709906;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;151;4070.18;5.1;137.5
1134;Italy;34;43.35860833;13.88905834;2010-11-06;16.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_137;33 min haul duration;0.04095472;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;30;732.52;1.4;34.15
1135;Italy;37;43.12283333;13.92508332;2010-11-18;18.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_138;29 min haul duration;0.035347138;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;24;678.98;1.25;35.35
1136;Italy;43;45.38898333;12.40085001;2010-11-13;43.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_139;31 min haul duration;0.037788339;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1137;Italy;44;45.466225;12.71060836;2010-11-13;43.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_140;32 min haul duration;0.039712578;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1138;Italy;46;44.91094166;12.604625;2010-11-14;18.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_141;31 min haul duration;0.037788339;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;20;529.26;0.52;13.76
1 139.00;Italy;47;44.60104167;12.47834999;2010-11-15;15.35;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_142;11 min haul duration;0.013405059;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;98;7310.67;0.79;58.72
1 140.00;Italy;48;44.058775;12.61850001;2010-11-17;14.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_143;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;261;7137.44;5.79;158.42
1141;Italy;49;43.57246666;13.77964999;2010-11-10;17.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_144;32 min haul duration;0.039008938;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;29;743.42;0.57;14.64
1142;Italy;50;43.060725;14.01331667;2010-11-18;20.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_145;31 min haul duration;0.03717804;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;1;26.9;0.04;1.18
1143;Italy;55;45.38146666;12.45040833;2010-11-13;43.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_146;24 min haul duration;0.029251318;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1144;NA;56;45.333075;12.88523334;2010-11-13;43.55;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_147;15 min haul duration;0.018280279;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1145;Italy;57;45.07348333;12.73760834;2010-11-14;19.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_148;29 min haul duration;0.035347138;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;16;452.65;0.38;10.86
1 146.00;Italy;63;44.21063333;12.60369164;2010-11-17;14.55;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_149;10 min haul duration;0.012191639;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;813;66685.05;19.41;1591.71
1147;Italy;64;44.12601666;12.52711666;2010-11-17;19.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_150;20 min haul duration;0.0243761;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;7;287.17;0.18;7.58
1 148.00;Italy;65;44.07854167;12.75885833;2010-11-17;15.30;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_151;20 min haul duration;0.0243761;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;108;4430.57;2.93;120.12
1149;Italy;66;43.60901667;13.66684167;2010-11-10;19.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_152;29 min haul duration;0.035347138;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;9;254.62;0.37;10.52
1 150.00;Italy;68;42.90285002;13.97299169;2010-11-18;14.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_153;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;296;8094.57;14.73;402.71
1151;Italy;70;42.58228334;14.2303;2010-11-18;20.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_154;32 min haul duration;0.038298119;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;3;78.33;0.14;3.67
1152;Italy;71;42.27284167;14.56037499;2010-11-07;43.55;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_155;27 min haul duration;0.032913119;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
